ModelID,Accuracy,Precision,Recall,F1 Score,Parameter Count,Learning Rate,Batch size,Epoch,Optimizer,conv1,conv2,conv3,f1,f2,k1,k2,k3,flops
cnn_20250608_0631_7426,96.4604%,95.7740%,93.5071%,94.6270%,59411,0.002,100,100,,16,16,28,22,11,4,4,4,345540
cnn_20250608_0634_9544,96.2365%,96.9528%,91.5880%,94.1941%,51143,0.002,100,100,,16,16,24,22,11,4,4,4,313500
cnn_20250608_0635_3321,96.5137%,96.1583%,93.2672%,94.6907%,34607,0.002,100,100,,16,16,16,22,11,4,4,4,249440
cnn_20250608_0636_6945,96.4231%,96.2239%,92.9154%,94.5407%,26339,0.002,100,100,,16,16,12,22,11,4,4,4,217410
cnn_20250608_0636_2556,96.2045%,96.5865%,91.8599%,94.1639%,18071,0.002,100,100,,16,16,8,22,11,4,4,4,185380
cnn_20250608_0636_6388,96.1352%,95.3859%,92.8994%,94.1262%,70205,0.002,100,100,,16,8,34,22,11,4,4,4,244940
cnn_20250608_0641_6337,96.2098%,94.0401%,94.6266%,94.3324%,66135,0.002,100,100,,16,8,32,22,11,4,4,4,234750
cnn_20250608_0643_8001,96.1299%,93.8164%,94.6266%,94.2197%,57995,0.002,100,100,,16,8,28,22,11,4,4,4,214370
cnn_20250608_0649_5017,95.9433%,96.5582%,91.0763%,93.7371%,49855,0.002,100,100,,16,8,24,22,11,4,4,4,193980
cnn_20250608_0652_5402,96.2365%,95.5045%,93.0913%,94.2825%,33575,0.002,100,100,,16,8,16,22,11,4,4,4,153220
cnn_20250608_0653_5843,96.2631%,96.4992%,92.1318%,94.2649%,25435,0.002,100,100,,16,8,12,22,11,4,4,4,132830
cnn_20250608_0653_4190,96.0659%,94.1412%,94.0509%,94.0960%,17295,0.002,100,100,,16,8,8,22,11,4,4,4,112450
cnn_20250609_1111_6727,96.4710%,94.6637%,94.7545%,94.7091%,73023,0.002,100,100,,32,32,32,22,11,4,4,4,877440
